TimeMS,Input,Output_1,Output_2
12.291667,2047,2980,2991
12.312500,2047,2980,2991
12.333334,2047,2980,2991
12.354167,2047,2980,2991
12.375000,2047,2980,2991
12.395834,2047,2980,2991
12.416667,2047,2891,2991
12.437500,2047,1703,1967
12.458334,2047,943,961
12.479167,2047,943,960
12.500000,2047,943,961
12.520834,2047,943,961
12.541667,2047,998,961
12.562500,2047,1665,961
12.583334,2047,2149,1319
12.604167,2047,2336,2472
12.625000,2047,2342,2991
12.645834,2047,2508,2991
12.666667,2047,2894,2990
12.687500,2047,2980,2990
12.708334,2047,2979,2991
12.729167,2047,2980,2991
12.750000,2047,2980,2991
12.770834,2047,2279,2944
12.791667,2047,1165,960
12.812500,2047,943,960
12.833334,2047,943,960
12.854167,2047,943,960
12.875000,2047,943,960
12.895834,2047,1421,960
12.916667,2047,1871,960
12.937500,2047,2158,1867
12.958334,2047,2211,2720
12.979167,2047,2281,2991
13.000000,2047,2479,2991
13.020834,2047,2799,2991
13.041667,2047,2980,2991
13.062500,2047,2980,2991
13.083334,2047,2979,2991
13.104167,2047,2543,2990
13.125000,2047,1865,2344
13.145834,2047,1226,960
13.166667,2047,943,960
13.187500,2047,943,960
13.208334,2047,943,961
13.229167,2047,1223,960
13.250000,2047,1540,960
13.270834,2047,1805,961
13.291667,2047,1967,1539
13.312500,2047,2145,2277
13.333334,2047,2317,2991
13.354167,2047,2507,2990
13.375000,2047,2664,2991
13.395834,2047,2725,2991
13.416667,2047,2638,2991
13.437500,2047,2406,2991
13.458334,2047,2095,2987
13.479167,2047,1729,2080
13.500000,2047,1451,960
13.520834,2047,1262,960
13.541667,2047,1231,961
13.562500,2047,1289,960
13.583334,2047,1410,960
13.604167,2047,1602,960
13.625000,2047,1839,1061
13.645834,2047,2124,1896
13.666667,2047,2338,2947
13.687500,2047,2510,2991
13.708334,2047,2603,2991
13.729167,2047,2561,2991
13.750000,2047,2433,2991
13.770834,2047,2249,2991
13.791667,2047,2049,2920
13.812500,2047,1867,2281
13.833334,2047,1709,1548
13.854167,2047,1611,960
13.875000,2047,1507,960
13.895834,2047,1479,960
13.916667,2047,1476,961
13.937500,2047,1577,961
13.958334,2047,1773,1062
13.979167,2047,1999,1893
14.000000,2047,2277,2763
14.020834,2047,2439,2991
14.041667,2047,2530,2991
14.062500,2047,2473,2990
14.083334,2047,2349,2990
14.104167,2047,2190,2924
14.125000,2047,1988,2573
14.145834,2047,1870,2190
14.166667,2047,1771,1826
14.187500,2047,1704,1441
14.208334,2047,1637,1005
14.229167,2047,1607,961
14.250000,2047,1606,960
14.270834,2047,1667,961
14.291667,2047,1798,993
14.312500,2047,1964,1568
14.333334,2047,2144,2245
14.354167,2047,2285,2853
14.375000,2047,2350,2991
14.395834,2047,2339,2991
14.416667,2047,2245,2991
14.437500,2047,2115,2702
14.458334,2047,1957,2337
14.479167,2047,1862,2017
14.500000,2047,1799,1735
14.520834,2047,1761,1485
14.541667,2047,1733,1191
14.562500,2047,1711,961
14.583334,2047,1699,960
14.604167,2047,1710,960
14.625000,2047,1762,995
14.645834,2047,1857,1452
14.666667,2047,1987,2030
14.687500,2047,2159,2636
14.708334,2047,2252,2991
14.729167,2047,2308,2991
14.750000,2047,2309,2991
14.770834,2047,2215,2796
14.791667,2047,2113,2440
14.812500,2047,1961,2052
14.833334,2047,1828,1711
14.854167,2047,1740,1449
14.875000,2047,1709,1260
14.895834,2047,1704,1134
14.916667,2047,1736,1089
14.937500,2047,1795,1158
14.958334,2047,1866,1351
14.979167,2047,1925,1670
15.000000,2047,1993,1997
15.020834,2047,2088,2351
15.041667,2047,2119,2562
15.062500,2047,2158,2700
15.083334,2047,2183,2731
15.104167,2047,2184,2668
15.125000,2047,2177,2573
15.145834,2047,2122,2440
15.166667,2047,2026,2254
15.187500,2047,1934,2024
15.208334,2047,1829,1799
15.229167,2047,1775,1604
15.250000,2047,1775,1451
15.270834,2047,1805,1423
15.291667,2047,1870,1518
15.312500,2047,1953,1700
15.333334,2047,2016,1957
15.354167,2767,2112,2217
15.375000,3385,2148,2410
15.395834,3813,2157,2511
15.416667,3988,2149,2569
15.437500,3888,2114,2542
15.458334,3525,2087,2443
15.479167,2952,2087,2368
15.500000,2250,2112,2377
15.520834,1519,2214,2700
15.541667,863,2436,2991
15.562500,375,2601,2991
15.583334,126,2594,2990
15.604167,150,2211,2990
15.625000,444,1540,1345
15.645834,966,943,961
15.666667,2047,943,961
15.687500,2047,943,961
15.708334,2047,943,960
15.729167,2047,943,960
15.750000,2047,1284,961
15.770834,2047,2413,2048
15.791667,2047,2980,2991
15.812500,2047,2981,2991
15.833334,2047,2980,2991
15.854167,2047,2980,2991
15.875000,2047,2981,2991
15.895834,2047,2981,2991
15.916667,2047,1763,2476
15.937500,2047,943,960
15.958334,2047,943,961
15.979167,2047,943,960
16.000000,2047,943,960
16.020834,2047,943,960
16.041668,2047,1315,961
16.062500,2047,2348,1890
16.083334,2047,2990,2991
16.104168,2047,2981,2991
16.125000,2047,2980,2990
16.145834,2047,2981,2991
16.166668,2047,2981,2991
16.187500,2047,2981,2991
16.208334,2047,2981,2990
16.229168,2047,2980,2991
16.250000,2047,2855,2991
16.270834,2047,1644,1935
16.291668,2047,943,960
16.312500,2047,943,960
16.333334,2047,943,960
16.354168,2047,943,960
16.375000,2047,1003,961
16.395834,2047,1633,960
16.416668,2047,2154,1255
16.437500,2047,2343,2504
16.458334,2047,2371,2991
16.479168,2047,2533,2991
16.500000,2047,2944,2991
16.520834,2047,2979,2991
16.541668,2047,2980,2991
16.562500,2047,2980,2991
16.583334,2047,2980,2991
16.604168,2047,2306,2915
16.625000,2047,1164,960
16.645834,2047,943,960
16.666668,2047,943,960
16.687500,2047,943,960
16.708334,2047,943,960
16.729168,2047,1452,960
16.750000,2047,1935,1066
16.770834,2047,2241,2145
16.791668,2047,2307,2987
16.812500,2047,2368,2991
16.833334,2047,2534,2991
16.854168,2047,2819,2991
16.875000,2047,2980,2991
16.895834,2047,2981,2991
16.916668,2047,2980,2991
16.937500,2047,2570,2991
16.958334,2047,1929,2595
16.979168,2047,1321,961
17.000000,2047,943,961
17.020834,2047,943,960
17.041668,2047,967,960
17.062500,2047,1251,960
17.083334,2047,1542,960
17.104168,2047,1806,960
17.125000,2047,2026,1609
17.145834,2047,2210,2411
17.166668,2047,2405,2991
17.187500,2047,2567,2991
17.208334,2047,2698,2991
17.229168,2047,2728,2991
17.250000,2047,2625,2991
17.270834,2047,2405,2991
17.291668,2047,2090,2991
17.312500,2047,1731,2287
17.333334,2047,1482,1152
17.354168,2047,1293,960
17.375000,2047,1226,961
17.395834,2047,1261,961
17.416668,2047,1382,943
17.437500,2047,1575,960
17.458334,2047,1830,960
17.479168,2047,2087,1772
17.500000,2047,2315,2669
17.520834,2047,2477,2990
17.541668,2047,2505,2990
17.562500,2047,2444,2991
17.583334,2047,2318,2991
17.604168,2047,2118,2991
